content
"教你如何识别苗族谎言（一）为什么说土家族是汉族,教你识别苗族谎言（二）潘光旦教授到底说了什么？ 苗族吧的经典谎言之一土家族一开始是被当作汉族的。你们那个田心桃一开始是苗族。她外婆都是苗族。-------------真相1--------------清朝灭亡后，中国只承认汉、满、蒙、回、藏。也就是常说的五族共和。这是写在历史书上的。还是学生的可以自己问老师。现在的民族分类是1949年中华人民共和国成立后才开始。真相就简单了。苗族也好，土家族也好，壮族也好，以前都是被当作汉族。所以我们可以发现苗族的居心很险恶，只谈说土家族以前被识别为汉族，怎么就不谈自己以前也是汉族。呵呵。--------------真相2--------------田心桃为什么一开始被识别为苗族。民族识别是大工程，有先来后到，全国56个民族直到1987年才基本识别完毕。难道要说1987才识别出来的民族就是假的吗？你们一个民间组织（苗学会）何时具有官方的权威力了？苗族仅仅被先识别了而已，统计时还错误的把土家族统计为苗族。所以才有了后来田心桃上北京要求区别开来。识别时间是1956年，仅仅比苗族晚了一点而已。土家族说的毕兹语是属于藏缅语（*这是民族识别时最重要的依据），语法具有典型的黏着语特征（和日语语法差不多）。明显区别于苗族的苗语。苗语是苗瑶语，语法类似于汉语。进行识别工作的都是汉族，弄错了不要紧。但是一些有政治目的的苗族就开始大作文章了。至于田心桃外婆一直保持苗族身份也被苗族吧的深水客作为某种证据。其实，他们傻了，这恰好说明了，真的土家族不说谎。外婆是苗族就是苗族勿需改。苗族、土家族、汉族一直交错混居。家里同时有几个民族奇怪吗？苗族家里也有其他族啊。到深水客嘴里就避而不谈了。说的好像苗族不和外族通婚一样。----------------------------奉劝苗族吧的苗族一句话人在做，天在看。你们苗族自己有特殊政治要求不要老是扯我们土家族进去。我们没有兴趣。你们自己玩火就够了。 到时候联手换回百年平安"
给大家看个东西。 给大家看个东西。 无语😓
请问一下有谁知道武汉哪里可以买到土家族衣服的？ 妹妹学校里要买，如果有人知道的话请告知一下谢谢！ NA
请问有没有朋友知道哪可以买到土家族常服 NA 感觉现在卖的表演服比较多，湘西龙山和恩施的来凤都有民族服装的店，不知道有没有常服。
土家族的咚咚喹哪里可以买到 NA 湘西龙山应该买得到
收集的民族服装 NA NA
湘西永顺老司城博物馆的一些藏品 NA 梯玛的上衣和八宝铜铃
老调重弹土家族土司简史（国中之国） NA 鄂西南的土司政权    元朝这里主要有：    散毛府，至元二十年四月置（1283年），（今来凤咸丰地），领辖者大旺、龙潭。    怀德府：元容美峒地，至大二年置（1309年），（今宣恩鹤峰交界地）。    盘顺府：元统二年正月置（1334年），今鹤峰地方。    东乡五路军民府：（今宣恩境内）。    施南道宣慰司：（今宣恩县城）。    湖南镇边毛岭洞宣慰司：（今宣恩县境李家河）。    隆奉宣抚司：（今咸丰县境）。    高罗宣抚司：（今宣恩县境高罗）。    容美等处宣抚司：（今鹤峰县境）。    金峒安抚司：（今咸丰县境）。    木册安抚司：（今宣恩县境）。    忠孝军民安抚司：原大奴长官司改名，（今利川市境的元堡）。    师壁洞安抚司：（今来凤县境）。    叉把峒安抚司：（今宣恩县境）。    唐崖长官司：（今咸丰县境）。    明朝：    大田军民千户所：为原散毛更名，（今咸丰境）。    施南宣抚司：今宣恩，共领安抚司五：    （1）东乡王路安抚司：今宣恩长潭，下辖摇把峒，上爱茶峒。三长官司，镇远、隆奉蛮夷长官司。    （2）忠路安抚司：今利川忠路，下辖剑南长官司，（今建南）。    （3）忠孝安抚司：（今利川元堡）。    （4）金峒安抚司：（今咸丰金峒）下辖西坪蛮夷官司（今咸丰活龙坪）。    （5）中峒安抚司：（今宣恩）。    散毛宣抚司：（今来凤县境地内的猴立堡老司城）领安抚司二。    （1）龙潭安抚司：（今咸丰清坪龙潭坪）。    （2）高罗安抚司：下辖思南长官司。    容美宣抚司：今鹤峰，下辖盘顺，椒山玛瑙，五峰，石宝、石梁下峒、水浕源、通塔坪诸长官司。其他地域包括了今五峰、鹤峰以及长阳、巴东、建始诸县的清江以南地区，长阳则是桃山以西地区。    此外，木册、镇南、唐崖长官司，为施州卫直辖。    清朝：    东乡安抚司：雍正十年（1732年）覃寿椿以长子得罪正法，以其地入恩施县。    忠建成宣抚司：雍正十一年（1733年）田光爵以横暴不法改流，以其地为恩施县。    施南宣抚司：雍正十三年（1735年）覃禹鼎以淫恶抗提改流，地入宣恩县。    忠峒安抚司：雍正十三年，田光祖纠十五土司呈清纳土归流，地入宣恩县。    金峒安抚司：夜正十三年，覃邦舜纳土，以其地入咸丰县。    散毛宣抚司：雍正十三年，覃煊纳土，以其地入来凤县。    忠路安抚司：雍正十三年，覃楚樟纳土归流，以其地入今利川市。    忠孝安抚司：雍正十三年，田璋纳土归流，以其地入今利川市。    沙溪安抚司：雍正十三年，黄正爵纳土归流，，以其地入今利川市。    漫水宣抚司：雍正十三年，向庭富纳土归流，以其地入今利川市。    卯峒安抚司：雍正十三年，向舜纳土归流，以其地入来凤县。    大旺安抚司：雍正十三年，田正元纳土归流，以其地入来凤县。    腊壁长官司：雍正十三年，田封疆纳土归流，以其地入来凤县。    东流安抚司：雍正十三年改土归流，地入来凤县。    高罗安抚司：雍正十三年，田昭纳土归流，地入宣恩县。    木册长官司：雍正十三年，田应鼎纳土归流，其地入宣恩县。    唐崖长官司：雍正十三年，覃樟桂纳土归流，地入咸丰县。    龙潭安抚司：雍正十三年，田贵龙纳土归流，，地入咸丰县。    容美宣慰司：雍正十三年，田旻（mín）如自缢身亡，是因朝廷大兵压境，迫于局势不得已的选择，改土归流后，其地为鹤峰州。
西兰卡普 NA NA
想学习，土家语，求各位族人指路 本人是毕兹卡，03年出生的。很惭愧不会说自己的语言。现在想要学习土家语，把毕兹卡自己的语言传承下去，希望能得到各位同胞的帮助 https://www.bilibili.com/video/BV1G34y1X7kj/这里有彭英子老师的土家语教学 可以看看
川剧大变脸，火眼辨真身，土家贴吧大剧场 请看川剧“我是土家人”。 这家伙会变，象变色龙，现在又变成用户名zouhai（邹海）了，再加一个。
土家族的确是真实存在的一个民族。 根据楼主的调查，土家族并非像是部分苗族学者说的是一个人造民族。 当然了，当年因为民族识别没做好，有很多汉族或者苗族划进了土家族里。所以才导致现在的情况。
细数沿河县的土家语地名 细数沿河县的土家语地名 不定期更新中
举报杨政录有没有50W？？ 如题，举报他有没有50w？ NA
【罗马字版】标准语教程 关于标准语的解释，详见百度百科。之所以先使用罗马音，在于其零成本入门，方便广大族人及语言爱好者学习。对于标准语是否脱离实际太远，口说无凭，所以我决定另开一个高度标准化的语言教材，对比便知本标准语是尽量贴近口语，只对口语进行规范化而非再创造。 “好”这里怎么用的sa？不是ca？
有没有人听说过“垚人坟？” 和土家族有关系吗？ NA
南楚国时期土家族王，惹巴冲的剧照。英姿飒爽有木有？@惹茹🍒 南楚国时期土家族王，惹巴冲的剧照。英姿飒爽有木有？@惹茹🍒 NA
lanrqixcaixcaf NA NA
＃楚国剧＃日常的一波剧照分享＃ ＃楚国剧＃日常的一波剧照分享＃ NA
湘西土家族梯玛神歌（一） 视频来自：百度贴吧 NA
湘西土家族梯玛神歌（二） 视频来自：百度贴吧 NA
有关湘西的一些照片。 湘西州成立时候的老照片镇楼 右边的女性可以看出来是苗族代表，穿着花垣一带的苗服。左边的女性有可能是土家族代表。不过有一点可以确定的是湘西这两个民族的传统服饰都是满化后的，形制上几乎与晚清民国时的服装无异。主要的区别还是在服装的刺绣之类的花纹上。
话说“鼎罐”（圜底釜——渔猎部族的文化） 以前巴人只存在于史籍及民间传说中，直到鄂西地区发掘出大量以圜底釜（原始鼎罐）为代表的远古陶器，人们才意识到，巴人其实并未走远，他们一直在我们身边。      在学术界，圜底釜被公认为是早期巴人的典型遗物，但它到底是做什么用的？下部为什么会做成圜底（球面状）？却一直众说纷纭。现在比较流行的说法是制盐用的，川东甘井沟一条河中堆了数以“巨亿”的花边口圜底釜，毫无疑问，这都是装卤水用的，圜底釜等于盐罐，似乎铁证如山。但问题是，在位于江汉平原的荆南寺遗址，在位于汉水上游的陕南城固宝山一带也发现了大量的圜底釜，这都是典型的早期巴人遗址，可这些地方是不产盐的呀。再说这些遗址的圜底釜至少占总陶器数量的五成以上，有的文化层甚至高达九成以上，就是把盐当饭吃也用不了那么多的陶釜呀。显然，仅用制盐说明圜底釜的用途不合情理。      那“圜底”又是怎么一回事呢？有学者指出，做成圜底是为了增加受热面积，这种解释无疑有一定道理，也许古人早就有节能环保的观点也说不准，但我心里还是有一些疑惑，众所周知，圆底的器皿在平地上不好放置，制作陶器时也麻烦一些，古人难道仅为了增加导热性或节约柴火就把如此重要的炊器做成这个怪样子？会不会还有其它原因呢？      追根溯源，圜底釜的历史可追溯到新石器时代早期的城背溪文化，而在距今5000多年的大溪文化时期，圜底釜仍是最为常见的器物之一，尤其是早中期，出土十分丰富，但到了晚期，则出土很少甚至消失不见。巧合的是，到了距今3000多年前的商代，圜底釜同样经历了一个由盛变衰的时期，这在三峡路家河遗址和荆州荆南寺遗址表现最为明显，而在巴人的老根据地——清江中游地区，圜底釜的使用时间则相对较长，一直延续到春秋战国时期，这是什么原因造成的呢？      原因只有一个，那就是先进的农业文明替代了原始的渔猎经济，在大溪文化中晚期，稻作农业开始兴起。到随后的屈家岭文化时期，陶器圈足器发达，三足器较多，平底器较少，不见圜底器，经济活动以稻作农业为主，家畜饲养及渔猎采集也是很重要的经济活动，资料显示，长江流域是世界上人工种植水稻最早的地区。    到了夏商时期，沟通东西的长江文明大通道已经形成，在长江三峡及周边地区，众多部落相继迈入农业的门槛，但清江流域多个巴人部落的生活节奏似乎比周边慢了半拍，仍然以古老的渔猎方式谋生，这是由当地特殊的山地环境决定的。虽然生活方式相对落后，但巴人却是一个刚勇剽悍的民族，吃肉爬山锻炼了他们强健的体魄，围猎捕鱼培养了他们的团队意识，他们是天生的勇士，猎兽杀人如砍瓜切菜一般。吃肉固然很好，但挨饿也是常有的事，当人口急剧增多，故乡再也无法供养他们的时候，迁徙就成了必然，在杰出首领廪君的率领下，各自为政的巴人部落开始联合起来，巴人族群爆发出了惊人的能量。    巴人如决堤的洪水冲出清江峡谷，沿长江向东西方向进发，他们的目的很明确，找一个能填饱肚子的地方安营扎寨，他们向西强占了三峡内适宜人居的宽谷地带，后来又顺大宁河谷冲向汉水上游地区。向东的一支巴人来到荆州附近的荆南寺一带，尽管来到平原地区，打猎捕鱼的生活方式一时却难以改变，据《荆州荆南寺》考古发掘报告记载：“该地分为大溪、石家河、夏商、东周和西周5个文化堆积层，夏商遗存是该遗址的主体部分，其中有大量动物骨骼遗存，占动物骨骼总数的85.63％，而到了西周时期，动物骨骼数量猛降到总数的11.56％。”说明迁徙到该地的巴人经历了很长时间才改变了原来的生活方式。而在同时期的清江香炉石遗址，就是到了巴人晚期的东周，楚国的势力已经到了这里，香炉石以“釜文化”为特征的土著文化（即巴文化）却依然占据主要地位，圜底釜占陶器总量的68％，其原因就在于清江中游地区当时只适合发展渔猎经济。    弄清圜底釜与渔猎经济兴衰的关系，有助于我们解析圜底釜奇特的外形和功能。无论在清江流域，还是在三峡、陕南和荆南寺，烧烤坑都是发现最多的一类巴人遗存，坑里的遗物主要为陶片和有烧蚀痕迹的动物骨骼，这说明烧烤坑是早期巴人的主要生活场所，也是渔猎经济的显著特征之一。要烧烤肉食必然产生草木灰，虽然圜底釜在平地上难以放置，但放在烧烤坑内的草木灰上却是稳稳当当。这同样可以解释甘井沟为何会出现大量的圜底釜，因为装卤水的制盐容器要放在河边的沙滩上，只有圜底器（或尖底器）才放得稳、累得高，道理就这么简单，圜底釜的主要用途也很简单——炖肉。    事实上，在巴人典型的器物组合中，还有尖底杯、大口尖底缸等器物，它们的器形都特别适合在烧烤坑里使用。圜底釜在秦汉以后器形没有发生多大变化，只是质地变成了铜釜和铁釜，直到今天，武陵山区的很多土家人还在使用，圜底釜变成了现在的鼎罐，烧烤坑则是现在鄂西农村常见的“火坑”，这些东西都承载有丰富的历史文化信息。 破嘎
土家族土司简介 NA 土家族有着悠久的土司统治史。可以说，土家族作为一个族群明确登上历史舞台便是从溪州土家族国王墨迭送与楚国进行的溪州之战开始。此后，这种当地少数民族统治者向中原王朝称臣换取自身事实上的独立的形式迅速被推广到了中原王朝范围所及之处。也因为土司制度由土家族而始，土家族的土司品级一直位居高位，明朝时期，与中南半岛各国缅甸阿瓦王朝、泰傣澜沧王国、兰纳泰王国、景龙金殿国、藏族朵甘思宣慰司等同为最高级别的宣慰使司一级的土家族土司就有永顺、保靖、桑植、容美、酉阳、石柱六大土司，此外实力较强的茅岗、散毛、施州、沙溪、慈利、唐崖等也曾在不同的时期受封过宣慰司。在土家族八百多年的土司历史上，改朝换代鲜少发生，中原王朝历经五代、宋、元、明、清数朝，而土家族各土司基本还是万世一系的土司王国。溪州土司（永顺宣慰司）在保靖分立之后，即为永顺宣慰司，疆域最大时辖现湖南省湘西土家族苗族自治州、怀化市北部，重庆市酉阳土家族苗族自治县与秀山土家族苗族自治县东部毗邻湖南的酉水流域一带。[21]始祖麦克得送，汉姓彭氏。溪州土司亦是唯一一个从始至终便是最高品级土司的土家族土司。在溪州长达八百年的历史里，尽管经历了溪州之战尽失南方大片疆域；保靖一系几百年的分庭抗礼乃至最终于明朝正式独立；明灭思州后，思州土司下属酉阳土司尽收思州势力趁机对外扩张等等一系列事件，到改土归流为止作为土家族土司的“都誓主”依旧是土家族土司中少数可以施行三级分封制的绝对强国之一。溪州土司在历史上曾经两次迁都，第一次于1135年，时任国王的福什宠深感王都所在地下溪州离保靖势力以及辰州苗族势力过于接近，下令于王国中部建立新城，并以自己命名为“福什城”，汉语称之为“老司城”，福什城遗址也作为三大土司王城遗址于2015年进入世界文化遗产名录。福什城作为溪州土司王国都城长达近6个世纪，直至1724年，溪州末代土司王将都城迁往科沙，汉语称之为“新司城”。在保靖独立之后，其下仍封有三州安抚司以及田家峒长官司四爵：上溪州 原为溪州土司王族封爵，后由外氏麦克直踵（汉姓张氏）所取代。其下有一长官司：白崖峒长官司 始祖耶律，汉姓张氏。施溶州（司州安抚司） 原为溪州土司王族内封爵，后由外氏田健霸取代。该田氏出自黔东北思州田氏土司王室，本为外族，但土司时期各国贵族往来姻亲频繁，一国王族支系在另一国受封爵成为领主亦是常有之事。其下还分封有四个长官司：腊惹峒长官司 始祖孛索，汉姓向氏。[22]驴迟峒长官司 始祖达迪，汉姓向氏。施溶溪峒长官司 始祖汪良。族源属性不明。麦着黄峒长官司 始祖麦克和踵，汉姓黄氏。南渭州（葛蛮安抚司） 溪州土司王族内封爵，始祖什兹比。虽为溪州土司下封爵，但因毗邻保靖，实则从保靖仍为溪州下属时起便为保靖盟友，名义上效忠于永顺，实则为永顺土司势力未及之处，因此在保靖独立，永顺大举废除内封爵改用外氏的过程中未受影响。田家峒长官司 溪州土司直属长官司，即溪州王室领地下溪州下属长官司。始祖麦克伊送，汉姓田氏。容美土司（容美宣慰司）容美土司作为土家族后期最强大的土司王国，其前期并不是很大的一个势力。始祖麦克色什雍，于元朝时期受册封，正式开始见于记载。明洪武四年（1371）置容美宣抚司，属施州[23]。原取汉姓天氏，后改为田氏，因此与思州田氏并无关系。容美到后期，疆域基本涵盖了现湖北省恩施土家族苗族自治州东部，宜昌市长阳土家族自治县、五峰土家族自治县，湖南省张家界市桑植县、常德市石门县与之毗邻的地区。到清朝时期，雍正帝评价道“楚蜀各土司，惟容美最为富强”可见其实力之雄厚。容美后期，下封四大安抚司，并自行分封27长官司，未向中原王朝请求册封。这一举动使得清朝皇帝颇为忌惮，从而促使雍正帝下定决心改土归流，而改土归流之际，容美土司亦是唯一一个有实力与中原王朝进行战争的土司王国。而面对一直以来有着屠杀平民传统的清帝国，容美的灭国之战直接导致容美地区丧失大量人口，从最为富庶的土司王国衰败为人丁稀少的地区，尤其其核心地区，现恩施州鹤峰县损失极为惨烈，至今仍为土家族地区人口密度最小的县。容美土司下封爵现可见记载有：五峰安抚司 原本为张氏土司，后变为容美王族封爵，而原张氏王室被改为其下属封爵。石宝长官司 原五峰土司，后被分封至五峰安抚司下属石宝长官司。汉姓张氏。石梁安抚司 原本为唐氏土司，后变为容美王族封爵，而原唐氏王室被改为其下属封爵。下峒长官司 原石梁土司，后被分封至石梁安抚司下属下峒长官司，汉姓唐氏。水浕源安抚司 原本为唐氏土司，后变为容美王族封爵，而原唐氏王室被改为其下属封爵。通塔坪长官司 原水浕源土司，后被分封至水浕源安抚司下属通塔坪长官司，汉姓唐氏。椒山安抚司 原本为刘姓土司，后变为容美王族封爵，而原刘氏王室被改为其下属封爵。
土家铜铃舞 视频来自：百度贴吧 NA
关于苗蛮一词在古代汉语中的含义的说明 那苗子嘛，读书冇认真，又喜饭讲大道理。米儿有办法了，临时做个古代汉语知识科普吧。古代汉语中的苗蛮是一个词组。苗取草木初生之意，草生于田也。田在阡陌之中，取野意。现在的意思就是你那噶嗒野生的哈。蛮，字从虫，取虫意，人者裸虫也。古人概念里人也是虫，因为有足为虫，无足谓之豸。现在应该看懂了吧，苗蛮的意思不是某个族别而是泛指没有开化，没有接受文明的人。=============苗子嘛，读书米读几天，还要装文化人看古文一般抓住一头就走，以前不是天天说屈原是苗子，无非屈原说自己是帝之高阳苗裔兮然后看见一个苗字就说屈原是苗族，然后进一步引申屈原是贵族，所以楚贵族也是苗族，然后楚国也是苗族的。哈哈哈哈哈笑死我了。苗裔特么在古文里就子孙后代的意思。取苗草之初生的含义，意思就是刚长出的来的东西，类比为后代。手动狗头，狗头保命，苗子一定会组团来骂我的。=========苗子苗，苗庚钢，打落碗，哭起来。哈哈哈哈哈 喵喵们日常YY明清时期布依族叫夭苗，壮族叫仲苗，侗族叫洞苗，水族叫水苗，彝族叫倮倮苗等。按它们逻辑，合着都是苗族不要face
湘西土家族原生态民歌 视频来自：百度贴吧 NA
